"","objectid","paper","doi","tea_type","tea_brand","inventory_id","site_name","region_or_state","longitude","latitude","ecosystem_type_reported","ecosystem_zone","tai","tai_position","koppen_geiger_climate_class","soil_depth_cm","in_8cm_depth_range_5_10_cm","length_of_incubation_days","start_of_experiment","end_of_experiment","in_90_day_range_76_104_days","k","s","salinity_psu","elevation_meters","bulk_density_0_5cm","bulk_density_5_15cm","cation_exchange_capacity_0_5","cation_exchange_capacity_5_15","course_fragments_volumetric","clay","nitrogen","organic_carbon_density","organic_carbon_stock","p_h","sand","silt","soil_organic_carbon_content","water_content_10kpa","water_content_33kpa","water_content_1500kpa","total_nemotode_per100g","total_nemotode_per_square_meter","mean_annual_air_temp_c","temp_month_1","temp_month_2","temp_month_3","temp_month_4","temp_month_5","temp_month_6","temp_month_7","temp_month_8","temp_month_9","temp_month_10","temp_month_11","temp_month_12","mean_annual_precip_mm","precip_month_1","precip_month_2","precip_month_3","precip_month_4","precip_month_5","precip_month_6","precip_month_7","precip_month_8","precip_month_9","precip_month_10","precip_month_11","precip_month_12","f69","f70","f71","f72","f73","f74","f75","f76","f77","f78","f79","f80","f81","f82","f83","Category"
"734",734,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",949,156,NA,153.0874939,-27.62916756,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",NA,0.251378369,NA,59,120,123,183,173,56,346,203,357,38,55,413,241,438,338,265,135,798.6439819,1532198.5,20.1916667616667,25.10000038,24.70000076,23.60000038,21.20000076,18.29999924,15.30000019,14.19999981,15.10000038,17.79999924,20.29999924,22.5,24.20000076,1263,158,216,123,114,108,55,60,37,37,93,118,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"735",735,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",950,158,NA,153.0874939,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.000161297,0.473496875,NA,51,123.3809509,126.7619019,178.1904755,161.4285736,44.80952454,268.2857056,199.5238037,345.6666565,39.76190567,56.61904907,504.2857056,227.3809509,355.0476074,344.1904907,276.9047546,135.0952454,589.9094238,1141179.75,20.2083334916667,25.10000038,24.70000076,23.70000076,21.20000076,18.29999924,15.30000019,14.30000019,15.10000038,17.79999924,20.29999924,22.5,24.20000076,1266,163,222,123,106,108,55,60,37,38,94,118,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"736",736,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",951,159,NA,153.0874939,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.011481294,0.291825874,NA,51,123.3809509,126.7619019,178.1904755,161.4285736,44.80952454,268.2857056,199.5238037,345.6666565,39.76190567,56.61904907,504.2857056,227.3809509,355.0476074,344.1904907,276.9047546,135.0952454,589.9094238,1141179.75,20.2083334916667,25.10000038,24.70000076,23.70000076,21.20000076,18.29999924,15.30000019,14.30000019,15.10000038,17.79999924,20.29999924,22.5,24.20000076,1266,163,222,123,106,108,55,60,37,38,94,118,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"737",737,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",952,161,NA,153.0874939,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.00815271,0.232868493,NA,51,123.3809509,126.7619019,178.1904755,161.4285736,44.80952454,268.2857056,199.5238037,345.6666565,39.76190567,56.61904907,504.2857056,227.3809509,355.0476074,344.1904907,276.9047546,135.0952454,589.9094238,1141179.75,20.2083334916667,25.10000038,24.70000076,23.70000076,21.20000076,18.29999924,15.30000019,14.30000019,15.10000038,17.79999924,20.29999924,22.5,24.20000076,1266,163,222,123,106,108,55,60,37,38,94,118,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"738",738,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",953,162,NA,153.0708313,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.002322423,0.312392403,NA,82,123,126.5384598,185.615387,165.5,45.07692337,257.9230652,201.0384674,344.884613,39.57692337,56.84615326,510.6538391,231.3461609,356.1923218,342.6538391,276.8076782,133.5769196,642.5415039,1252955.875,20.1000003008333,25,24.60000038,23.60000038,21.10000038,18.20000076,15.19999981,14.10000038,15,17.70000076,20.20000076,22.39999962,24.10000038,1183,157,164,122,104,106,54,59,35,36,94,112,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"739",739,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",954,163,NA,153.0874939,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.009404148,0.260290531,NA,51,123.3809509,126.7619019,178.1904755,161.4285736,44.80952454,268.2857056,199.5238037,345.6666565,39.76190567,56.61904907,504.2857056,227.3809509,355.0476074,344.1904907,276.9047546,135.0952454,589.9094238,1141179.75,20.2083334916667,25.10000038,24.70000076,23.70000076,21.20000076,18.29999924,15.30000019,14.30000019,15.10000038,17.79999924,20.29999924,22.5,24.20000076,1266,163,222,123,106,108,55,60,37,38,94,118,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"740",740,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",955,164,NA,153.0791626,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.013850339,0.289083671,NA,82,123.2380981,126.7619019,178,161.3809509,46.47618866,266,198.2380981,344.3333435,39.42856979,56.66666794,510.8571472,223.0952454,355.0952454,343.1428528,276.3809509,134.0952454,666.0671387,1269524,20.1166669516667,25,24.60000038,23.60000038,21.10000038,18.20000076,15.19999981,14.19999981,15,17.70000076,20.20000076,22.39999962,24.20000076,1203,158,157,121,106,107,54,60,37,36,97,122,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"741",741,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",956,165,NA,153.0708313,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.00578451,0.387117456,NA,82,123,126.5384598,185.615387,165.5,45.07692337,257.9230652,201.0384674,344.884613,39.57692337,56.84615326,510.6538391,231.3461609,356.1923218,342.6538391,276.8076782,133.5769196,642.5415039,1252955.875,20.1000003008333,25,24.60000038,23.60000038,21.10000038,18.20000076,15.19999981,14.10000038,15,17.70000076,20.20000076,22.39999962,24.10000038,1183,157,164,122,104,106,54,59,35,36,94,112,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"742",742,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",957,166,NA,153.0791626,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.00640685,0.278114856,NA,82,123.2380981,126.7619019,178,161.3809509,46.47618866,266,198.2380981,344.3333435,39.42856979,56.66666794,510.8571472,223.0952454,355.0952454,343.1428528,276.3809509,134.0952454,666.0671387,1269524,20.1166669516667,25,24.60000038,23.60000038,21.10000038,18.20000076,15.19999981,14.19999981,15,17.70000076,20.20000076,22.39999962,24.20000076,1203,158,157,121,106,107,54,60,37,36,97,122,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"743",743,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",958,167,NA,153.0791626,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.012485588,0.271259346,NA,82,123.2380981,126.7619019,178,161.3809509,46.47618866,266,198.2380981,344.3333435,39.42856979,56.66666794,510.8571472,223.0952454,355.0952454,343.1428528,276.3809509,134.0952454,666.0671387,1269524,20.1166669516667,25,24.60000038,23.60000038,21.10000038,18.20000076,15.19999981,14.19999981,15,17.70000076,20.20000076,22.39999962,24.20000076,1203,158,157,121,106,107,54,60,37,36,97,122,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"744",744,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",959,168,NA,153.0708313,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",NA,0.420709452,NA,82,123,126.5384598,185.615387,165.5,45.07692337,257.9230652,201.0384674,344.884613,39.57692337,56.84615326,510.6538391,231.3461609,356.1923218,342.6538391,276.8076782,133.5769196,642.5415039,1252955.875,20.1000003008333,25,24.60000038,23.60000038,21.10000038,18.20000076,15.19999981,14.10000038,15,17.70000076,20.20000076,22.39999962,24.10000038,1183,157,164,122,104,106,54,59,35,36,94,112,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"745",745,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",960,169,NA,153.0791626,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.008074947,0.219157474,NA,82,123.2380981,126.7619019,178,161.3809509,46.47618866,266,198.2380981,344.3333435,39.42856979,56.66666794,510.8571472,223.0952454,355.0952454,343.1428528,276.3809509,134.0952454,666.0671387,1269524,20.1166669516667,25,24.60000038,23.60000038,21.10000038,18.20000076,15.19999981,14.19999981,15,17.70000076,20.20000076,22.39999962,24.20000076,1203,158,157,121,106,107,54,60,37,36,97,122,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"746",746,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",961,170,NA,153.0708313,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.00855244,0.325417871,NA,82,123,126.5384598,185.615387,165.5,45.07692337,257.9230652,201.0384674,344.884613,39.57692337,56.84615326,510.6538391,231.3461609,356.1923218,342.6538391,276.8076782,133.5769196,642.5415039,1252955.875,20.1000003008333,25,24.60000038,23.60000038,21.10000038,18.20000076,15.19999981,14.10000038,15,17.70000076,20.20000076,22.39999962,24.10000038,1183,157,164,122,104,106,54,59,35,36,94,112,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"747",747,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",962,171,NA,153.0708313,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.009868278,0.453615897,NA,82,123,126.5384598,185.615387,165.5,45.07692337,257.9230652,201.0384674,344.884613,39.57692337,56.84615326,510.6538391,231.3461609,356.1923218,342.6538391,276.8076782,133.5769196,642.5415039,1252955.875,20.1000003008333,25,24.60000038,23.60000038,21.10000038,18.20000076,15.19999981,14.10000038,15,17.70000076,20.20000076,22.39999962,24.10000038,1183,157,164,122,104,106,54,59,35,36,94,112,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"748",748,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",963,172,NA,153.0708313,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.01182966,0.363123173,NA,82,123,126.5384598,185.615387,165.5,45.07692337,257.9230652,201.0384674,344.884613,39.57692337,56.84615326,510.6538391,231.3461609,356.1923218,342.6538391,276.8076782,133.5769196,642.5415039,1252955.875,20.1000003008333,25,24.60000038,23.60000038,21.10000038,18.20000076,15.19999981,14.10000038,15,17.70000076,20.20000076,22.39999962,24.10000038,1183,157,164,122,104,106,54,59,35,36,94,112,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"749",749,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",964,173,NA,153.0708313,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.000952203,0.293882527,NA,82,123,126.5384598,185.615387,165.5,45.07692337,257.9230652,201.0384674,344.884613,39.57692337,56.84615326,510.6538391,231.3461609,356.1923218,342.6538391,276.8076782,133.5769196,642.5415039,1252955.875,20.1000003008333,25,24.60000038,23.60000038,21.10000038,18.20000076,15.19999981,14.10000038,15,17.70000076,20.20000076,22.39999962,24.10000038,1183,157,164,122,104,106,54,59,35,36,94,112,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"750",750,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",965,174,NA,153.0708313,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.006347405,0.318562361,NA,82,123,126.5384598,185.615387,165.5,45.07692337,257.9230652,201.0384674,344.884613,39.57692337,56.84615326,510.6538391,231.3461609,356.1923218,342.6538391,276.8076782,133.5769196,642.5415039,1252955.875,20.1000003008333,25,24.60000038,23.60000038,21.10000038,18.20000076,15.19999981,14.10000038,15,17.70000076,20.20000076,22.39999962,24.10000038,1183,157,164,122,104,106,54,59,35,36,94,112,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"751",751,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",966,175,NA,153.0791626,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.002429514,0.382318599,NA,82,123.2380981,126.7619019,178,161.3809509,46.47618866,266,198.2380981,344.3333435,39.42856979,56.66666794,510.8571472,223.0952454,355.0952454,343.1428528,276.3809509,134.0952454,666.0671387,1269524,20.1166669516667,25,24.60000038,23.60000038,21.10000038,18.20000076,15.19999981,14.19999981,15,17.70000076,20.20000076,22.39999962,24.20000076,1203,158,157,121,106,107,54,60,37,36,97,122,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"752",752,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",967,176,NA,153.0791626,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.009803491,0.306907995,NA,82,123.2380981,126.7619019,178,161.3809509,46.47618866,266,198.2380981,344.3333435,39.42856979,56.66666794,510.8571472,223.0952454,355.0952454,343.1428528,276.3809509,134.0952454,666.0671387,1269524,20.1166669516667,25,24.60000038,23.60000038,21.10000038,18.20000076,15.19999981,14.19999981,15,17.70000076,20.20000076,22.39999962,24.20000076,1203,158,157,121,106,107,54,60,37,36,97,122,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"753",753,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",968,177,NA,153.0791626,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.007365526,0.260290531,NA,82,123.2380981,126.7619019,178,161.3809509,46.47618866,266,198.2380981,344.3333435,39.42856979,56.66666794,510.8571472,223.0952454,355.0952454,343.1428528,276.3809509,134.0952454,666.0671387,1269524,20.1166669516667,25,24.60000038,23.60000038,21.10000038,18.20000076,15.19999981,14.19999981,15,17.70000076,20.20000076,22.39999962,24.20000076,1203,158,157,121,106,107,54,60,37,36,97,122,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"754",754,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",969,178,NA,153.0791626,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.006268212,0.372035335,NA,82,123.2380981,126.7619019,178,161.3809509,46.47618866,266,198.2380981,344.3333435,39.42856979,56.66666794,510.8571472,223.0952454,355.0952454,343.1428528,276.3809509,134.0952454,666.0671387,1269524,20.1166669516667,25,24.60000038,23.60000038,21.10000038,18.20000076,15.19999981,14.19999981,15,17.70000076,20.20000076,22.39999962,24.20000076,1203,158,157,121,106,107,54,60,37,36,97,122,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"755",755,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",970,179,NA,153.0791626,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",NA,0.327474524,NA,82,123.2380981,126.7619019,178,161.3809509,46.47618866,266,198.2380981,344.3333435,39.42856979,56.66666794,510.8571472,223.0952454,355.0952454,343.1428528,276.3809509,134.0952454,666.0671387,1269524,20.1166669516667,25,24.60000038,23.60000038,21.10000038,18.20000076,15.19999981,14.19999981,15,17.70000076,20.20000076,22.39999962,24.20000076,1203,158,157,121,106,107,54,60,37,36,97,122,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"756",756,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",971,180,NA,153.0791626,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",NA,0.460471407,NA,82,123.2380981,126.7619019,178,161.3809509,46.47618866,266,198.2380981,344.3333435,39.42856979,56.66666794,510.8571472,223.0952454,355.0952454,343.1428528,276.3809509,134.0952454,666.0671387,1269524,20.1166669516667,25,24.60000038,23.60000038,21.10000038,18.20000076,15.19999981,14.19999981,15,17.70000076,20.20000076,22.39999962,24.20000076,1203,158,157,121,106,107,54,60,37,36,97,122,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"757",757,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",972,181,NA,153.0791626,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.004764857,0.295253629,NA,82,123.2380981,126.7619019,178,161.3809509,46.47618866,266,198.2380981,344.3333435,39.42856979,56.66666794,510.8571472,223.0952454,355.0952454,343.1428528,276.3809509,134.0952454,666.0671387,1269524,20.1166669516667,25,24.60000038,23.60000038,21.10000038,18.20000076,15.19999981,14.19999981,15,17.70000076,20.20000076,22.39999962,24.20000076,1203,158,157,121,106,107,54,60,37,36,97,122,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"758",758,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",973,182,NA,153.0874939,-27.62083244,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.005082909,0.196534293,NA,51,123.3809509,126.7619019,178.1904755,161.4285736,44.80952454,268.2857056,199.5238037,345.6666565,39.76190567,56.61904907,504.2857056,227.3809509,355.0476074,344.1904907,276.9047546,135.0952454,589.9094238,1141179.75,20.2083334916667,25.10000038,24.70000076,23.70000076,21.20000076,18.29999924,15.30000019,14.30000019,15.10000038,17.79999924,20.29999924,22.5,24.20000076,1266,163,222,123,106,108,55,60,37,38,94,118,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"759",759,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",974,183,NA,4.829166889,51.87083435,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.006346888,0.212637885,NA,-3,89,96,374,357,101,392,866,568,107,63,181,427,927,452,396,245,9145.371094,16964664,9.59166661925,2.900000095,3,5.599999905,8,12.19999981,14.80000019,16.89999962,16.89999962,14.10000038,10.39999962,6.300000191,4,810,70,52,71,47,58,70,70,57,73,79,84,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"760",760,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",975,184,NA,4.704166889,51.88750076,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.008484648,0.241122527,NA,-1,88.90322876,97.45161438,346.890625,345.5625,82.9375,345.828125,797.765625,536.25,95.984375,62.546875,227.1875,427,935.2741699,466.234375,394.765625,220.53125,8715.625977,14886289,9.7500000595,3.099999905,3.200000048,5.800000191,8.100000381,12.30000019,14.89999962,17,17.10000038,14.30000019,10.5,6.5,4.199999809,820,69,53,70,46,53,72,71,61,75,83,88,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"761",761,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",976,185,NA,4.704166889,51.88750076,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.010259553,0.255032355,NA,-1,88.90322876,97.45161438,346.890625,345.5625,82.9375,345.828125,797.765625,536.25,95.984375,62.546875,227.1875,427,935.2741699,466.234375,394.765625,220.53125,8715.625977,14886289,9.7500000595,3.099999905,3.200000048,5.800000191,8.100000381,12.30000019,14.89999962,17,17.10000038,14.30000019,10.5,6.5,4.199999809,820,69,53,70,46,53,72,71,61,75,83,88,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"762",762,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",977,186,NA,4.837500095,51.91249847,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.008889572,0.265613834,NA,-3,98,107,356,332,86,381,758,547,107,65,195,424,898,454,384,236,8400.742188,15016327,9.59166661925,2.900000095,3,5.599999905,8,12.19999981,14.80000019,16.89999962,16.89999962,14.10000038,10.39999962,6.300000191,4,814,70,53,71,46,58,71,69,56,74,81,85,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"763",763,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",978,187,NA,4.829166889,52.04583359,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.010411977,0.252408654,NA,-2,93,111,355,414,69,310,784,539,99,61,284,406,767,473,386,225,7286.697266,11979330,9.49166685275,2.799999952,2.900000095,5.5,7.800000191,12,14.60000038,16.70000076,16.70000076,14.10000038,10.39999962,6.400000095,4,806,68,50,66,46,58,71,70,59,75,80,85,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"764",764,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",979,188,NA,4.720833302,52.05416489,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.013099214,0.197880258,NA,0,94,107,372,366,89,289,765,563,84,63,318,393,1007,452,399,195,6667.095703,13237519,9.7583333255,3.099999905,3.099999905,5.699999809,8.100000381,12.39999962,14.89999962,17,17,14.30000019,10.60000038,6.599999905,4.300000191,831,70,52,67,46,53,73,74,61,81,85,88,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"765",765,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",980,189,NA,4.920833111,52.28749847,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.010975623,0.213385135,NA,5,88.15686035,98.37255096,336.8695679,295.1304321,66.3478241,329.3260803,709.5652466,535.456543,92.52173615,62.41304398,279.0434875,391.5652161,942.2352905,460.4130554,395.3695679,185.7391357,6414.989746,11999238,9.70833329375,3,3.099999905,5.699999809,8.100000381,12.30000019,14.89999962,16.89999962,17,14.30000019,10.5,6.599999905,4.099999905,835,70,52,66,45,53,72,72,62,83,87,91,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
